qs1,qs2,qs3,qs4,qs5,qs6,qs7,qs8,qs9,qs10,vs1,vs2,vs3,vs4,vs5,vs6,vs7,vs8,vs9,vs10,time_secs,roll,pitch,axis_a_pos,axis_b_pos,axis_c_pos,axis_d_pos,axis_e_pos,axis_a_vel,axis_b_vel,axis_c_vel,axis_d_vel,axis_e_vel
0.06570767971477935,0.0827260142365612,0.5389289182813346,1.2219273378169093,-0.1025476187808304,0.6438180198422151,-0.017225453557592196,0.09336372730562802,1.6854096254091357,-2.7715624408735264,1.11099964896152e-5,-0.00016031121558511118,0.00013792708713571684,-0.002378589501499113,-0.019827808390012115,0.03650593188604075,-0.0003451160619738729,-0.0002887263569390459,0.0011827577499906995,0.008859898727168974,0.019999999999988916,0.08797653654605275,0.06611775440282029,0.0012997945054365597,0.027276096865534782,1.6700760739960128,0.10000836104154587,3.0540361404418945,1.7975136132482108e-5,0.005274430983733872,0.007345280588520046,-0.002175781929932055,0.004463153896901009
0.06570855066172403,0.08271922203799127,0.5389340268418205,1.222400888635304,-0.1032981097205631,0.6452266855889727,-0.017238796188379795,0.09335221402269839,1.6854564291671814,-2.77116436263135,1.2793866705339592e-5,-0.00016194984835975817,0.0001384161807558458,-0.0023816026910041823,-0.019819348723719522,0.036535309191582835,-0.00030108934377238555,-0.00031844608925199653,0.0010210865747365897,0.016306457924721407,0.05999999999996675,0.08798436760305985,0.06615244363480759,0.0012996451696380973,0.027300065383315086,1.670061707496643,0.09999638050794601,3.0540242195129395,-4.359012746135704e-5,0.005055050365626812,0.0014520672848448157,0.00010866448428714648,-0.008607176132500172
0.0657095917636596,0.08271233491286581,0.5389391179040389,1.2228742870990652,-0.10404839342041608,0.6466365604800792,-0.017248237140477882,0.09333837789015662,1.6854872978526725,-2.769923727713068,1.5297706874515647e-5,-0.0001600684920777103,0.00013683112501246418,-0.0023845478171751464,-0.019810947700531788,0.03656485891921622,-0.00019678131918967712,-0.0003660877915935129,0.0006142550875646113,0.03613013936293973,0.09999999999994458,0.08797759148869194,0.06615402528558115,0.0012996451696380973,0.027280129629628294,1.6700717218509975,0.09999638050794601,3.0540041908042306,-1.487581891487616e-5,0.0039466893495257345,-0.0017313504704192777,0.00020495092092650942,-0.0030367299636832918
0.06571054782017668,0.08270570178083443,0.5389440816189448,1.2233475284066808,-0.10479847024608022,0.6480476302347545,-0.017254792884492748,0.09332497189118623,1.685512502383343,-2.7684671688480824,1.2280303208826854e-5,-0.00015599937590103318,0.0001318341367066838,-0.002387905837153374,-0.019802523857761083,0.03659407929169628,-0.00012748077301679082,-0.0002943883601140593,0.0006690412191709409,0.03777426427470416,0.1399999999999224,0.08798030481394227,0.06614887886548325,0.0012996451696380973,0.027276096865534782,1.6700737476348877,0.09999638050794601,3.05400013923645,-9.067258361028507e-6,0.00372248119674623,-0.0023753177374601364,0.0002244285133201629,-0.0019098954508081079
0.06571140185811114,0.08269915809235848,0.5389488708681738,1.2238205999953837,-0.1055483492094087,0.6494598982846839,-0.01725823617630178,0.09331476282815603,1.6855404060282944,-2.766845929779186,9.831586050770529e-6,-0.00015161344120684725,0.00012865123089326696,-0.0023911617612406757,-0.019794161221524074,0.03662327618613305,-6.279720060504857e-5,-0.00024196301442178065,0.0007061843810597901,0.03824524593730498,0.17999999999990024,0.08797932497588395,0.06614574944412846,0.0012996451696380973,0.027276096865534782,1.6700737476348877,0.09998439252376556,3.0540361404418945,-0.0001057844638125971,0.007608214393258095,-0.007375287823379039,-0.007673045620322227,0.005089981947094202
0.06571215112735429,0.0826930086804696,0.5389536373310474,1.22429352181916,-0.10629802012794,0.6508733470614607,-0.017260383744246946,0.09330437282630274,1.685566451855018,-2.7655272969537528,8.01493440438093e-6,-0.00013873347522771974,0.00012880331338235992,-0.002393788858049426,-0.019785863516960402,0.03665197532543307,-5.215508016718567e-5,-0.0002839022012633803,0.000588258514223029,0.02589568549218336,0.21999999999987807,0.08797251110817036,0.06614455725144806,0.0012994603021070361,0.02725212834775448,1.670109748840332,0.10000836104154588,3.0540120601654057,-6.970692629693076e-5,-0.0060918196104466915,-0.006911803502589464,0.0010702217696234584,-0.004869905300438404
0.06571285674029026,0.08268737328152548,0.5389584637937156,1.2247663008476992,-0.10704747874092142,0.652287961912356,-0.01726276048909977,0.09329236949597289,1.685588353762864,-2.764821639505299,7.89348857782217e-6,-0.00012813288971444398,0.00012984891773356347,-0.002396576792078415,-0.019777539945466212,0.03668049859631439,-6.588295957111906e-5,-0.00030873183928015245,0.0005132795539036587,0.010790259496252093,0.2599999999998559,0.0879835200380927,0.06614481901102093,0.0012994687329628374,0.027254314509012893,1.6701091997516477,0.10000781467112257,3.054012614690611,-6.76219038682853e-5,-0.005900775074790275,-0.006338575218383754,0.0009824253617891697,-0.004449540749026258
0.06571362176663739,0.08268196387057761,0.5389633706769614,1.2252389221900981,-0.10779673092118677,0.6537037478914393,-0.017265556669921894,0.09328055602501802,1.6856086251139557,-2.764515538552806,1.1223805626616697e-5,-0.00012615978469535674,0.0001328885292023349,-0.0023997566982984406,-0.019769121442290215,0.03670929875342337,-6.936553833409567e-5,-0.0003067911462800434,0.0004032235854068007,0.008139637480573426,0.29999999999983373,0.08799126158422535,0.06613268481762571,0.0012996451696380973,0.027300065383315086,1.6700977087020874,0.09999638050794601,3.0540242195129395,-2.3987611712072976e-5,-0.0019026919035241008,0.005657655652612448,-0.0008549333433620632,0.004347635433077812
0.06571457891568076,0.08267643255721856,0.5389684124279639,1.2257113707434582,-0.1085457809817342,0.6551207230034939,-0.017267886016320518,0.09327010156289467,1.6856243749773676,-2.7639313797114573,1.5758273411930978e-5,-0.00013202515341310036,0.00013710285293610253,-0.0024034846710814374,-0.019760500171476805,0.03673856837781851,-5.41537917528022e-5,-0.0002410966469624324,0.00031878320244818034,0.021559539700317574,0.33999999999981156,0.0880075878051127,0.06612056776874123,0.0012994603021070361,0.027260164205092186,1.6700977087020874,0.09998841170140199,3.0540361404418945,1.702731050842694e-5,-0.0045801113327409715,0.004070646520404625,0.0007692028095021721,-0.0015694060130044818
0.06571563493474844,0.0826707724439662,0.5389736444831934,1.2261836371858896,-0.10929462496653806,0.6565388932914369,-0.01727079989531893,0.09326231048685063,1.6856391167784375,-2.7630139369727837,1.4687005854309295e-5,-0.00013284780075356684,0.0001413032716128299,-0.002407177749334618,-0.019751676826068508,0.03676765038786491,-9.86835261640819e-5,-0.00014232743214195935,0.00046413908943672096,0.021979422088435126,0.3799999999997894,0.08802905223077534,0.06611032198857922,0.0012994603021070361,0.02727364184060505,1.6700869552993818,0.09998977256883806,3.0540361404418945,3.645531815434228e-5,-0.0035460732632010333,0.002473842902870266,0.0005783373493907471,0.0003125964585559575
