qs1,qs2,qs3,qs4,qs5,qs6,qs7,qs8,qs9,qs10,vs1,vs2,vs3,vs4,vs5,vs6,vs7,vs8,vs9,vs10,time_secs,roll,pitch,axis_a_pos,axis_b_pos,axis_c_pos,axis_d_pos,axis_e_pos,axis_a_vel,axis_b_vel,axis_c_vel,axis_d_vel,axis_e_vel
0.27359607770621963,-0.027444352996648796,0.5472362904372291,0.8807896375101765,-0.26159401571657304,0.816280765504803,-1.2715596266740867,2.4659726493193865,3.1004976219273184,-2.287167714118621,-0.0002188960334515929,-9.240013667481088e-5,8.668898967003454e-5,-0.00011419545910463353,-0.012988334857435722,0.037283016037029215,-0.0004444867704408592,-0.0002224284962328665,0.00035931044287797095,0.0049384819751007916,0.019999999999988916,0.24912019729562954,-0.038824998362525315,0.0012996451696380973,0.5778554081916809,3.1000194549560547,2.466089963912964,1.799023985862732,-5.85403831792064e-5,0.008574302308261395,-0.010651119984686375,0.0022025045473128557,-0.004347106441855431
0.2735872670612995,-0.027448923434529496,0.5472386202889837,0.8812252565442584,-0.2623860604084372,0.8175763011080833,-1.271576650650483,2.4659632674133656,3.100521255864673,-2.286914930866472,-0.00021803653272692958,-9.598390028037685e-5,8.938986873963041e-5,-0.00011348569987779816,-0.012973974567361466,0.03731373029341085,-0.0003898686411505051,-0.00029877717683674313,0.0006719241584374138,0.010430719353683119,0.05999999999996675,0.24915922676853897,-0.038866402677526314,0.0012996987993965743,0.5778415062789426,3.1000194549560547,2.4660830561302367,1.7990309281843726,-4.020761218102752e-5,0.007173620851296261,-0.0122356069489858,0.0019825503228946984,-0.0005329582888020032
0.2735786639625167,-0.027453596887851504,0.5472412007086284,0.8816607434245282,-0.2631779072373912,0.8188731830289818,-1.271590718048881,2.465947758162524,3.1005456832753358,-2.2862023132423004,-0.00020670137742568584,-9.363602897224554e-5,9.591141997111039e-5,-0.00011246866787108829,-0.012959713909235724,0.0373444373936006,-0.0003083040238432332,-0.00039832519448269996,0.0007031679035170082,0.02619403925289402,0.09999999999994458,0.24918139459194427,-0.03890965352298685,0.0012998302699998021,0.5778110779802814,3.1000176405323803,2.466067936478728,1.7990461234341388,6.073948379487126e-6,0.0036619142421703207,-0.01468324640804097,0.0012602822867490966,0.009400601937407795
0.27357049716592424,-0.02745815867117928,0.5472440333184163,0.8820961243847211,-0.26396955960243695,0.8201714101902678,-1.2716027101059546,2.4659313735968262,3.1005782372093287,-2.2848641604446422,-0.00019781194254485786,-8.563617700087285e-5,0.00010176895305219293,-0.00011089218433041514,-0.012945598739977133,0.037375218785766315,-0.0003462368609391319,-0.0004199474497586967,0.0009562607789344638,0.03651027384010143,0.1399999999999224,0.24918959604905433,-0.03895660453650606,0.0012998302699998021,0.5778554081916809,3.0999956130981445,2.466089963912964,1.799023985862732,2.2338301278068684e-5,0.0027148849330842495,0.0027579355519264936,-0.0009621180943213403,0.016482839360833168
0.273562721009298,-0.02746225691164706,0.5472471935048789,0.882531423602544,-0.26476100477128384,0.8214709819127992,-1.2716230064665046,2.465912529858702,3.1006210528805367,-2.283708333034282,-0.000184215584543121,-6.953468046017208e-5,0.00010498312949269075,-0.00010879017086473594,-0.012931561220931075,0.03740585231572121,-0.0006741362694197272,-0.0005559301001927556,0.00109479529237731,0.019400496011574536,0.17999999999990024,0.24921613856627178,-0.03903413569344175,0.0012998302699998021,0.5778228385703044,3.0999956130981445,2.466081872081566,1.799032158612444,4.525260931509999e-5,-0.0023803573354375493,0.0003205650277984108,-0.0063594818871679755,0.004711095596827041
0.2735558020173268,-0.02746587312044526,0.5472504032044041,0.8829666456842901,-0.26555225218322365,0.8227718848817862,-1.271654082458825,2.4658896769993,3.1006695220985105,-2.283239556098257,-0.00015805938216758962,-6.243215852453572e-5,9.879130979532917e-5,-0.00010715298059681083,-0.012918051237844765,0.037436240621911886,-0.0008608616862271378,-0.0006111651645338001,0.0012621999047556754,0.005069646939621103,0.21999999999987807,0.24923527304499538,-0.039100340487607986,0.0012997421467143017,0.5778302697817889,3.1000012884594246,2.466078042984009,1.7990474334771496,2.5494658394233793e-5,-0.002661353972943288,0.0015018035091821215,-0.0053002713870009275,-0.0007779184094956317
0.2735500296691263,-0.02746929038173071,0.5472533797720908,0.883401779892095,-0.2663433218313959,0.8240741059367328,-1.2716882631291437,2.4658654897465127,3.100722054677139,-2.2830225096439016,-0.00012831912376447624,-6.206901104178918e-5,9.188248428758285e-5,-0.00010594778605632564,-0.012904733214237471,0.03746645490552464,-0.0008322045209069839,-0.0006084269191481652,0.0013241548403798075,0.008006632839927438,0.2599999999998559,0.24924411512637473,-0.039158700149001635,0.0012996451696380973,0.5778554081916809,3.1000075340270996,2.466078042984009,1.7990599870681763,-8.180974873539526e-6,-0.00031724281143397093,0.004070978611707687,-0.0013239724794402719,-0.0006882987217977643
0.2735453762894624,-0.027472627282227928,0.5472561433692971,0.8838368207146372,-0.2671342205366683,0.8253776379993957,-1.2717198828935232,2.465841421182629,3.100774709366439,-2.282521058607392,-0.00010144305642519316,-6.120738049244014e-5,8.473987981766069e-5,-0.00010470130841933633,-0.012891579056811608,0.03749659967793412,-0.0007490333987901166,-0.0005323440885497792,0.0014573891974441367,0.01687761382015596,0.29999999999983373,0.2492518630030969,-0.03922606039316514,0.00130020035430789,0.5778554081916809,3.0999836921691895,2.4660780429840083,1.7990479469299316,0.00011014095071004702,-0.0011080887634307146,0.002596817910671234,-0.008345323614776134,0.0015014203963801265
0.2735415860230887,-0.027475849408168412,0.5472587066498635,0.8842717722311295,-0.26792494912441694,0.8266824779392516,-1.271748950044307,2.465819500942377,3.100832001911336,-2.2817149226206004,-8.383035782756978e-5,-5.8259367451830464e-5,8.295223735941648e-5,-0.00010350524339422827,-0.012877967043300253,0.03752661998924372,-0.0007174346838769385,-0.0006000994355748245,0.0013094357108233718,0.02250505464026968,0.33999999999981156,0.2492660757096189,-0.03930979367959089,0.0012996955138112275,0.577833619915232,3.100005372046253,2.466078042984009,1.7990371069913997,8.289753391791403e-6,0.0028571046463575123,-0.0034176927666858662,0.0007516630001095762,0.0021094074601001587
0.2735386727164442,-0.02747881264713354,0.5472612172484121,0.8847066356741302,-0.26871550108615166,0.8279886199468267,-1.2717782391782348,2.4657952983497284,3.1008822817173645,-2.280823112530185,-5.904206611550008e-5,-4.9596786478863606e-5,7.842523413886126e-5,-0.00010196563557564514,-0.012864792628916669,0.03755649668228063,-0.0007733012505813072,-0.0006359627025842937,0.0011533817113992333,0.019820821137982014,0.3799999999997894,0.24930346623557811,-0.03939186292040955,0.0012996451696380973,0.5778314471244812,3.1000075340270996,2.466101884841919,1.7990360260009766,-7.58860696805641e-5,0.0054032509215176105,-0.000342028884915635,0.005940956529229879,0.004979458637535572
