time_secs,axis_a_pos,axis_b_pos,axis_c_pos,axis_d_pos,axis_e_pos,axis_a_vel,axis_b_vel,axis_c_vel,axis_d_vel,axis_e_vel
0.0032587051391601562,0.00130020035430789,1.5940937995910645,2.1629369258880615,3.24601149559021,5.045994281768799,4.15880604123231e-5,0.0014123535947874188,0.013147812336683273,-0.003016882808879018,-0.003515171352773905
0.01979517936706543,0.0013000152539461851,1.5941177606582642,2.1629369258880615,3.2459874153137207,5.045982360839844,7.374856795649976e-5,-0.007813310250639915,-0.006021220702677965,0.00300641730427742,0.004227979574352503
0.041803836822509766,0.0013000152539461851,1.5941177606582642,2.1629369258880615,3.2459874153137207,5.045982360839844,7.374856795649976e-5,-0.007813310250639915,-0.006021220702677965,0.00300641730427742,0.004227979574352503
0.042255401611328125,0.0013000152539461851,1.5941177606582642,2.1629369258880615,3.2459874153137207,5.045982360839844,7.374856795649976e-5,-0.007813310250639915,-0.006021220702677965,0.00300641730427742,0.004227979574352503
0.04306793212890625,0.0013000152539461851,1.5941177606582642,2.1629369258880615,3.2459874153137207,5.045982360839844,7.374856795649976e-5,-0.007813310250639915,-0.006021220702677965,0.00300641730427742,0.004227979574352503
0.06423783302307129,0.0013000152539461851,1.5940937995910645,2.1629250049591064,3.24601149559021,5.046006202697754,7.963451207615435e-5,-0.00045579185825772583,0.0012716463534161448,0.0007041632779873908,0.003980063833296299
0.06789541244506836,0.0013000152539461851,1.5940937995910645,2.1629250049591064,3.24601149559021,5.046006202697754,7.963451207615435e-5,-0.00045579185825772583,0.0012716463534161448,0.0007041632779873908,0.003980063833296299
0.10936713218688965,0.0013000152539461851,1.5940937995910645,2.1629250049591064,3.24601149559021,5.046006202697754,7.963451207615435e-5,-0.00045579185825772583,0.0012716463534161448,0.0007041632779873908,0.003980063833296299
0.13056421279907227,0.0012998302699998021,1.5940937995910645,2.1629490852355957,3.245999336242676,5.0459699630737305,-3.216209006495774e-5,0.008464337326586246,-0.0004356101853772998,0.004270047880709171,0.0056171417236328125
0.15300703048706055,0.0012998302699998021,1.5940937995910645,2.1629490852355957,3.245999336242676,5.0459699630737305,-3.216209006495774e-5,0.008464337326586246,-0.0004356101853772998,0.004270047880709171,0.0056171417236328125
0.15333080291748047,0.0012998302699998021,1.5940937995910645,2.1629490852355957,3.245999336242676,5.0459699630737305,-3.216209006495774e-5,0.008464337326586246,-0.0004356101853772998,0.004270047880709171,0.0056171417236328125
0.175184965133667,0.00130020035430789,1.5940937995910645,2.1629490852355957,3.2459874153137207,5.0459699630737305,-2.3092745323083363e-5,0.009263265877962112,-0.00986702274531126,-0.0038896817713975906,-0.0067451768554747105
0.19714760780334473,0.00130020035430789,1.5940937995910645,2.1629490852355957,3.2459874153137207,5.0459699630737305,-2.3092745323083363e-5,0.009263265877962112,-0.00986702274531126,-0.0038896817713975906,-0.0067451768554747105
0.21938061714172363,0.00130020035430789,1.5940937995910645,2.1629490852355957,3.2459874153137207,5.0459699630737305,-2.3092745323083363e-5,0.009263265877962112,-0.00986702274531126,-0.0038896817713975906,-0.0067451768554747105
0.2432260513305664,0.00130020035430789,1.5940698385238647,2.162961006164551,3.245999336242676,5.045982360839844,6.853837112430483e-5,0.013346202671527863,0.009315582923591137,0.0039887093007564545,-0.00377179984934628
0.26375460624694824,0.00130020035430789,1.5940698385238647,2.162961006164551,3.245999336242676,5.045982360839844,6.853837112430483e-5,0.013346202671527863,0.009315582923591137,0.0039887093007564545,-0.00377179984934628
0.28575992584228516,0.0013003852218389511,1.5940937995910645,2.162997007369995,3.24601149559021,5.045994281768799,-1.2173453797004186e-5,-0.0003134022408630699,0.012211604043841362,-0.006684539839625359,0.0011124099837616086
0.3085329532623291,0.0013003852218389511,1.5940937995910645,2.162997007369995,3.24601149559021,5.045994281768799,-1.2173453797004186e-5,-0.0003134022408630699,0.012211604043841362,-0.006684539839625359,0.0011124099837616086
0.33037829399108887,0.0013003852218389511,1.5940937995910645,2.162997007369995,3.24601149559021,5.045994281768799,-1.2173453797004186e-5,-0.0003134022408630699,0.012211604043841362,-0.006684539839625359,0.0011124099837616086
0.3525543212890625,0.0013000152539461851,1.5940937995910645,2.162961006164551,3.246023416519165,5.046006202697754,8.213009277824312e-5,-0.004646817687898874,-0.0019751894287765026,-0.004205324221402407,0.005749753676354885
0.3747708797454834,0.0013000152539461851,1.5940937995910645,2.162961006164551,3.246023416519165,5.046006202697754,8.213009277824312e-5,-0.004646817687898874,-0.0019751894287765026,-0.004205324221402407,0.005749753676354885
0.3973362445831299,0.0013000152539461851,1.5940937995910645,2.162961006164551,3.246023416519165,5.046006202697754,8.213009277824312e-5,-0.004646817687898874,-0.0019751894287765026,-0.004205324221402407,0.005749753676354885
0.4203629493713379,0.00130020035430789,1.5940698385238647,2.162972927093506,3.2459874153137207,5.045982360839844,-1.7556829334353097e-5,0.0004242500872351229,0.007125342730432749,-0.0038798453751951456,8.991096547106281e-5
