time_secs,x_ori,y_ori,z_ori,w_ori,x_angvel,y_angvel,z_angvel,x_linacc,y_linacc,z_linacc
0.013402462005615234,0.01382443616086622,0.020197816237012348,-0.34204370000809964,-0.939365232733711,-0.0029376684688031673,-0.004144352860748768,0.0018521206220611934,0.2941995,-0.5099457999999988,9.77723005
0.06518983840942383,0.01386083015577875,0.020315674351173013,-0.34209211410009643,-0.9393445247796872,-0.0030145635828375816,-0.004145279061049223,0.002030588919296861,0.2941995,-0.5099457999999988,9.77723005
0.11118173599243164,0.013891647665074246,0.020431359504328842,-0.34213035759891297,-0.9393276319172104,-0.001950441743247211,-0.003744537942111492,0.0016411019023507838,0.2941995,-0.5099457999999988,9.77723005
0.16506314277648926,0.013922830750353957,0.020524358552509992,-0.34216675548864317,-0.9393118848009325,-0.002504661213606596,-0.0027252621948719025,0.001717914361506701,0.2941995,-0.5099457999999988,9.77723005
0.2088944911956787,0.013933142838204075,0.020607631000591386,-0.3422142727863154,-0.939292597956849,-0.0011170720681548119,-0.0026479347143322225,0.0021310574375092988,0.2941995,-0.5099457999999988,9.77723005
0.25789594650268555,0.013939931515831977,0.020675313460268196,-0.34225788703809507,-0.9392751186329127,-0.0013278621481731534,-0.0022714878432452674,0.001969025935977698,0.30400615,-0.5099457999999988,9.7870367
0.31551694869995117,0.013938848572030059,0.02072477797452828,-0.3422975051949337,-0.9392596073587519,-0.0005200305604375899,-0.001410730881616473,0.0020460053347051144,0.30400615,-0.5099457999999988,9.7870367
0.3659939765930176,0.013938087732892472,0.020780957104950773,-0.34234254450773705,-0.9392419623037082,-0.0008145169704221189,-0.00187218957580626,0.002013347810134292,0.30400615,-0.5099457999999988,9.7870367
0.4156303405761719,0.013920805929884938,0.020811174847684643,-0.3423732815867865,-0.9392303456656501,0.0007148595759645104,-0.0009412462823092936,0.0012904020259156825,0.30400615,-0.5099457999999988,9.7870367
0.4671592712402344,0.01389881271002967,0.0208390831791778,-0.3424274050356409,-0.9392103214392717,0.0008408749708905816,-0.0012077627470716832,0.0022751563228666782,0.30400615,-0.5099457999999988,9.7870367
