time_secs,x_pose,y_pose,z_pose,x_ori,y_ori,z_ori,w_ori,roll,pitch,yaw,roll_ff,pitch_ff,yaw_ff
0.38401341438293457,0.8765423583984375,0.3727333679199219,0.15540615844726563,0.005572594116158545,0.0320538531631607,0.7647768078762628,0.6434733334232312,0.056259514483281155,0.032733863449423535,1.7435687221407472,0.041920680343096824,-0.049795757487794676,-1.3979009476580708
0.4547994136810303,0.8765741577148437,0.3726930541992188,0.15542367553710937,0.005697946009076302,0.03182745914775856,0.7649145049380595,0.6433197854806261,0.05608029003230659,0.03223916969677868,1.743964410162385,0.041422320119956384,-0.04968779446848221,-1.3975030989313644
0.4694349765777588,0.8766402587890625,0.37269683837890627,0.15548649597167968,0.005466845755085806,0.03212672169250235,0.7650305932757016,0.6431688570686632,0.05624826283160863,0.03296717656284758,1.744368265212689,0.04218825475794243,-0.04971089375384308,-1.3971029106402413
0.5402331352233887,0.8767223510742187,0.37271493530273436,0.15539848327636718,0.005494370660724818,0.03193132492657013,0.7650387022616915,0.643168707588626,0.055984117970439604,0.03267345871072373,1.744366352080919,0.0418532552734452,-0.049501484273492116,-1.3971049572872138
0.5413553714752197,0.8767830200195312,0.37268194580078123,0.15542884826660155,0.0055676775635762,0.03202993966335753,0.7651550723554963,0.6430247267254695,0.056235692572595836,0.03267762830737555,1.7447409661098805,0.041919524107265044,-0.04973285850836507,-1.3967280795668888
0.5850298404693604,0.87688232421875,0.37269082641601564,0.1554435272216797,0.005622690000277101,0.031843548557809166,0.765203585772027,0.6429757741113108,0.056022698767485696,0.03234989762069387,1.7448657458160381,0.04156610844118858,-0.04957456923033082,-1.3966027177985947
0.60371994972229,0.8769453735351562,0.3726006774902344,0.15562388610839845,0.005341899572598479,0.03278175612207041,0.7653012583328361,0.6428147513620756,0.0571075168656511,0.03397540397524292,1.7453021806541134,0.04337667389486573,-0.05034277980899146,-1.3961687024483889
0.6196436882019043,0.8770181884765625,0.37253143310546877,0.15562347412109376,0.005081976055022642,0.03281412849424221,0.7653174825326098,0.642795890948665,0.056824001626945446,0.0344137159947076,1.745359601331214,0.04376171292837313,-0.04998503619782309,-1.3961170567363765
0.638822078704834,0.8769502563476562,0.3723304443359375,0.15568905639648437,0.005228201292430991,0.03274369837354434,0.7651546421297697,0.6429921381753685,0.05689514549045325,0.0341137325193758,1.7448419969895108,0.04345284339064493,-0.05012963940089643,-1.3966319282744344
0.6556799411773682,0.8771951293945313,0.37259918212890625,0.1555126953125,0.005252837502660668,0.032980564363555766,0.7655348395829625,0.6425271196277398,0.057310873026707794,0.03434610617960073,1.746057638189766,0.04381509867028368,-0.0504456669534406,-1.395414032133987
0.6572508811950684,0.87706787109375,0.3722503051757812,0.1555630645751953,0.00519424099746975,0.033044165820581145,0.7653153093756776,0.6427857965145878,0.05732153092705001,0.03453704217880875,1.7453843778824385,0.04397094429997534,-0.05045250658325167,-1.3960888670437677
0.6621062755584717,0.8771670532226562,0.3722412109375,0.15557823181152344,0.005095312971261538,0.033119666941345764,0.7654043542032468,0.6426766683287405,0.057315165491104755,0.034777534957390506,1.7456729880946347,0.0442211238956875,-0.05039174803793906,-1.3958020716844508
0.6709740161895752,0.8772333984375,0.3722508239746094,0.1555623779296875,0.005124552748827403,0.03328195706189884,0.7654753046998881,0.6425835417966038,0.05760592276000289,0.03493454392262195,1.7459165930717353,0.04443869921884502,-0.050639953629828684,-1.395557047002556
0.6758315563201904,0.8772741088867188,0.3722080078125,0.15555406188964843,0.005115845731974799,0.03315825176072611,0.7656965794937949,0.6423263240862246,0.05741663013503967,0.03476946991499538,1.7465874715940497,0.04427702337155896,-0.05045260859644151,-1.394886364630225
0.682807207107544,0.877542724609375,0.3725018615722656,0.15546131896972656,0.005102465841052635,0.033104511229334714,0.7659520038281005,0.6420245976676635,0.05733064103979031,0.034698295343634736,1.747375016253028,0.04423156377296229,-0.05034557447543274,-1.394098798891325
0.6993865966796875,0.8774644775390625,0.3722242431640625,0.15552549743652344,0.004926812885732022,0.033057115399592045,0.7657851055727776,0.642227471943654,0.05702320884716611,0.03492171301091491,1.7468503733355543,0.04437107615248804,-0.05002699964740506,-1.3946280358623215
0.7052981853485107,0.8775214233398437,0.3722088623046875,0.15554393005371095,0.004902782714208252,0.03308491990766595,0.7658386746591017,0.6421623433313037,0.05703800174811146,0.03498943709018287,1.7470213091567843,0.044448872756933176,-0.050022119010204855,-1.3944574523352808
0.7248616218566895,0.8775549926757813,0.3722231750488281,0.15551394653320313,0.004889888772437396,0.03310797648764753,0.7660203459827452,0.6419445306419879,0.05706678702518492,0.035022619532845745,1.7475903396182917,0.044515049659749804,-0.05001933233133957,-1.3938882790353788
0.7286269664764404,0.8776281127929687,0.37219671630859374,0.15553076171875,0.004839876882584052,0.03315500552322776,0.7660371105259277,0.6419224770154133,0.057075817213152566,0.0351580785837744,1.7476497388112398,0.04465290494797643,-0.0500017700882814,-1.3938298483412566
0.7379112243652344,0.8776580810546875,0.3721907653808594,0.15555601501464844,0.004962003586023622,0.03312657563395846,0.7661836242962435,0.6417481300069776,0.057196827027347484,0.03492132146884396,1.748100818203397,0.044463883080510816,-0.05014245698695616,-1.3933757221645904
0.7482225894927979,0.8777733154296875,0.37218087768554686,0.15556451416015624,0.004934382913477128,0.03304987864594383,0.7662655379222723,0.6416544886303239,0.05704787918492543,0.03485816969364359,1.7483453201332744,0.04438764884448593,-0.049996127008200004,-1.3931319775665145
0.7571492195129395,0.877968994140625,0.37241946411132815,0.1554903564453125,0.004859314747165212,0.03301473081481668,0.7666220279899475,0.6412309106788235,0.05691688500864586,0.034896698676761435,1.7494520007782035,0.04445752107271594,-0.04981124298607409,-1.392026473914772
0.7626857757568359,0.8779906005859375,0.3723456420898438,0.15547323608398436,0.004875857519738521,0.03308518611758591,0.7666307541503895,0.6412167209795897,0.057046982371049486,0.034960705813097875,1.7494890836446426,0.044545497966271726,-0.04992625246556091,-1.3919887336143888
0.7806046009063721,0.8779440307617188,0.37213360595703127,0.1555220947265625,0.004880269805190151,0.033244841654693116,0.7665803699153038,0.6412686643915316,0.057295554852104615,0.03516275788542092,1.7493548049294596,0.04478178673372754,-0.05014099591147644,-1.3921224383797521
0.7885510921478271,0.8780900268554688,0.3725299987792969,0.15540574645996094,0.005600599307334279,0.03201382420125254,0.766913124790289,0.6409274587438152,0.0563422546258462,0.03245242771585332,1.750212566974822,0.04198854803894316,-0.0496478178965738,-1.3912519430621137
